,Comentario
567,"Muy impresionado con el diseño de este museo, sus 6 niveles están llenos de hermosas obras de arte, sin duda alguna necesitarás mínimo dos horas y media para admirar todo el arte de este museo,  Aunque bien podrías llevarte todo el día admirando cada escultura y cuadro que exhiben, puedes tomar muchas fotos increíbles pero sin Flash, en definitiva un museo muy recomendado a visitar."
568,Hermoso lugar!! 🙌🏼
569,"Excelente lugar, muy buenas exposiciones, a decir verdad hay que visitarlo con un buen tiempo ya que es largo el camino y no te dará tiempo explorarlo por completo si tienes el tiempo contado, pero muy bien, atención, seguridad etc. Lo recomiendo ampliamente para los amantes del arte y cultura."
570,"Esta muy bonito, tiene las medidas sanitarias correctas y además es agradable pasar el tiempo o un paseo por ahí."
571,"Un museo de acceso libre, no tiene costo la entrada, una colección particular de obras de arte , una gran variedad de esculturas, pinturas, monedas y billetes antiguos, incluidos centenarios, monedas de plata, artes de México y del mundo, algunos escritos originales de Jalil Gibran Jalil, esculturas de Rodin, de Botero, exhibe la puerta del infierno, obra de Rodin y la piedad de Miguel Angel entre otros sin duda una gran colección."
572,"Todo el contenido visual y cultural es excelente. Mis problema viene con la app de realidad virtual que funciona cuando quiere y en segundo lugar con algunos de los ""guardias"" que se portan muy intolerantes con los visitantes. Hacen que la experiencia baje de calidad"
573,Creo que deberían regular la temperatura ambiental dentro del museo. Hace calor . Que tal un ambientador que huela bonito ?  Visita el 31 de dic
574,"Solo pasamos para la foto, no entramos al Museo"
575,"Variedad en las artes y exposiciones
Un lugar para pasar en familia y con amigos
Algo que me sorprendió es que los baños están súper limpios y muy lindos.
Atención cálida por parte del personal"
576,"Colección de Arte del magnate mexicano Carlos Slim. La entrada no tiene ningún costo y cada piso es una exposición. Puede llevarte 3 horas aprox recorrerlo todo. La museografía puede ser un poco confusa ya que son demasiadas piezas y puedes quedarte con la sensación de no haberlo visto todo. La arquitectura exterior es impresionante. Entre sus colecciones puedes encontrar artistas famosos como Boticelli, Van Gogh, Toulouse y Renoir, sin embargo no verás las piezas mas representativas."
577,"Excelente muestra cultural del mundo, la arquitectura del edificio magnífica, y gratis, recomendado"
578,"Excelente Experiencia, yo soy nuevo en el tema pero me gusto muchisimo y ubicacion super para poder comer cerca, compras y mas centros turisticos."
579,"El edificio es una obra arquitectónica impresionante, deslumbrante en toda su cubierta y su interior alberga unas de mis colecciones de arte favoritas, desde la edad Media hasta el contemporáneo, sin embargo considero que su propia estructura resulta una desventaja para las exposiciones, ya que las obras se presentan de manera desorganizada y confusa a pesar de estar dividida por salas.
Esta muy bien ubicado, cerca de centros comerciales"
580,"Hermoso. Muy grande también. Mínimo 2 horas, o más para recorrerlo y disfrutarlo."
581,"Hermoso museo, me encanta su arquitectura y disfrutas  cada una de las salas. No tiene costó. Cuenta con paquetería,elevador, y sillas de ruedas que solitas al personal. Van entrando por pequeños grupos ya que te revisan bolsas y mochilas."
582,"Excelente, todas las salas, desde la estructura exterior del museo, se puede uno imaginar toda la belleza de su interior, colecciones magnificas"
583,"Muy excelente opción para ir a pasar un rato ya que el museo es totalmente gratuito su entrada, cuenta con 7 niveles donde podrás encontrar desde pinturas al óleo, piezas históricas y esculturas. Todo eso con su descripción y muy buenas historias sobre cada pieza de arte...
Museo sumumaya  100% RECOMENDADO"
584,Es un museo de 6 pisos los cuales tiene demasiado arte esculturas Y pinturas las cuales se pueden observar ampliamente y tiene mucha historia tanto de México como de otros países lo recomiendo ampliamente es una visita obligatoria aquí en la Ciudad de México
585,"Este museo es excelente, reúne las obras de diversos artistas en un espacio moderno e imponente, cuenta con varias salas de exhibición y recorridos en algunos horarios del día los cuales son muy destacables, también hay exhibiciones de música y sus instalaciones son de lo mejor que tiene México, la entrada es libre y te invita a permanecer y empaparte de arte e historia.
Lo recomiendo muchísimo, un lugar al que no puedes faltar."
586,"Uno de los nuevos iconos de la ciudad, el museo soumaya ofrece (gratis) una muestra de arte mundial.
El edificio y el interior son en sí mismo una obra de arquitectónica de arte...
Vengan hidratados porque no puedes meter ningúna bebida."
587,"Esta muy grande y mantiene diferentes expositores y te explican de diferentes maneras, no mantiene costo alguno permitiendo ser accesible a publico general."
588,"El museo esta enorme, es gratuito... y esta  en un lugar muy centrico donde tambien puedes encontrar otros museos y centros comerciales.
Acuario inbursa esta muy cerca tambien
Le recomiendo el museo"
589,"El museo está bonito por fuera y es gratis, por dentro no me pareció tan grande como aparenta pero tiene buenas obras!"
590,"Hermoso y muy bién diseñado el museo, hay gran variedad de obras de todo El mundo."
591,Al subir al tercer piso se encontraban unos jóvenes sin cubrebocas y haciendo un terrible escándalo
592,"No necesita que lo describan el museo es superior. Me encanta la sala del marfil tallado y la de música. Las pinturas y esculturas no es lo mío pero todo es muy soberbio..  super recomendable...
Mi sugerencia es empezar desde arriba e ir bajando...te cansas menos porque es bien grande."
593,Un sitio perfecto para conocer más del arte contemporáneo. Entrada gratuita. Excelente trato de su personal. El área de restaurante muy rico y accesible. Los baños siempre limpios. Si eres turista es una parada obligada...
594,"La entrada es gratuita! Para disfrutar la experiencia a como fue diseñado el Museo tienen que Subir por el ascensor al último piso, 5to, y de ahí venir bajando caminando!! La colección es increíble! Lástima tanto marfil pero aún así el detalle y el acabado están increíbles!"
595,"Arquitectura impresionante, exposiciones y acceso gratuito. Una visita obligada cuando vas CDMX. Se encuentra en una zona segura y frente a plaza comerciales, museo jumex, acuario  etc."
596,"Está perfecto, solo que no prenden el aire acondicionado por protocolo de pandemia y es mucho calor .

Pero de ahí en fuera todo está hermoso  y muy interesante lo expuesto ."
597,Simplemente amo este lugar. Lleno de cosas interesantes y unas vistas asombrosas.
598,Magnífico edificio que alberga un de las colecciones de marfil más extraordinarias así como variedad deslumbrante de esculturas y cuadros !!! Imperdible la sección dedicada a Venecia y los cientos de miradas de distintos pintores a través de las épocas
599,Excelente lugar Lástima que no llevaba tanto tiempo para ver todo pero la próxima vez sí me preparo. Es una de las visitas obligadas en la CDMX.
600,Medidas de seguridad adecuadas. Todo el recorrido es muy cómodo y seguro. Accesible para silla de ruedas. Hermosas exposiciones.
601,"Hermoso, las esculturas y pinturas de lo mejor, vale la pena ir a visitarlo"
602,"Bello lugar para enriquecerse se cultura, arquitectura minimalista  y cosas nuevas por ver, ideal para ir Pet friendly y hacer grandes caminatas por los sitios cercanos, renovación de las exposiciones con frecuencia , bueno para pasar un  rato agradable y sesiones fotográficas"
603,"Museo enorme y entrada gratuita, son como 5-6 pisos con exposiciones diferentes, recomiendo visitar este museo primero antes que otros, a veces las exposiciones se hacen pesadas con forme vas subiendo"
604,"Bastante bien, pero la organización de las obras y las salas deja mucho que desear, y eso al final hace que visitar el museo se haga tedioso. Se agradecería tener más espacio entre cada pieza. Como se suele decir, más cantidad no significa más calidad. Aún así, es una buena opción para visitar."
605,"No puedo creer que siga siendo un museo total mente gratuito y que esté abierto todo el año, ideal si estás de vacaciones en la ciudad de México y es lunes, este museo si habré los Lunes"
606,"Es una zona agradable para caminar, correr o en bicicleta como yo lo hago. Se crea un ambiente cordial y tranquilo en una atmósfera agradable."
607,Muy buena opción!
608,"Tienes que ir con tiempo suficiente para poder apreciar las maravillas que tienen en este gran museo , vale la pena visitarlo"
609,"Museo  con excelentes exposiciones , ambiente agradable , el arte y apreciación artística al alcance de cualquiera que lo desee visitar. Cuenta con estacionamiento en plaza Carso , acceso con sillas ruedas, elevadores,  escaleras o rampas para visitar cada sala,  ubicación en polanco , puedes llegar desde 4 caminos el camión ruta 28 ( morados) dirección San COSME y te deja justo enfrente del museo, si vienes de San COSME el bis dirección cuatro caminos te deja enfrente del museo, si vienes en auto llegas por la calle lago Alberto.
Esta enfrente del acuario incursa.  No dejes de visitarlo"
610,"Está muy bonito, es un buen plan ir un sábado a pasear solo que necesitas tiempo para `poder recorrerlo todo con calma pero vale la pena."
611,"Las exposiciones que se pueden encontrar dentro de su interesante arquitectura son de muy alta calidad, siempre habrá una sección temporal que no te decepcionará. Sorprendentemente, podrás disfrutar de todo el arte que contiene sin pagar un solo peso."
612,"Si puedo nombrar algo que está cubriendo las expectativas de mostrar grandes obras, es este lugar

Aún que yo hubiera buscado que la entrada fuera por la parte súper he ir defendiendo, hasta llegar a la salida"
613,"Muy bonito lugar, inusual diseño del edificio e impresionantes colecciones de arte de diversos períodos de la historia. No puede uno perdérselo."
614,Lo más lindo es el último piso con esculturas
615,"Solo tengo que recomendarles a los visitantes que vayan con tiempo, son 6 salas magníficas. Tiempo es lo que falta para ver con detenimiento."
