,Nombre,Temática,Adscripción,Página web,Entidad,Municipio
1253,Museo del Ferrocarril Estación Heroica Matamoros,Historia,Centro Cultural Binacional,,Tamaulipas,Matamoros
1254,Museo Casamata de Historia Regional,Historia,Instituto Matamorense para la Cultura y Las Artes,http://museocasamata.enteratenorte.com/inicio.htm,Tamaulipas,Matamoros
1255,Museo de Arte Contemporáneo de Tamaulipas,Arte,Instituto Tamaulipeco para la Cultura y las Artes, https://www.tamaulipas.gob.mx/cultura ,Tamaulipas,Matamoros
1256,Museo Rigo Tovar,Historia,Instituto Matamorense para la Cultura y las Artes ,,Tamaulipas,Matamoros
1257,Museo del Agrarismo Mexicano,Historia,Instituto Matamorense para la Cultura y las Artes  (IMACULTA),,Tamaulipas,Matamoros
1258,Museo de la Batalla de Mier de 1842 o de los Frijoles Pintos,Historia,Ayuntamiento de Mier,,Tamaulipas,Mier
1259,Museo del Río Centro Cultural,Antropología,"Fundación Histórico Cultural San Pedro de Roma, A.C.",,Tamaulipas,Miguel Alemán
1260,Museo de Historia Natural,Ciencia y tecnología,Ayuntamiento de Nuevo Laredo/Centro Cultural ,,Tamaulipas,Nuevo Laredo
1261,Museo Reyes Meza,Arte,Ayuntamiento de Nuevo Laredo/Centro Cultural de Nuevo Laredo,https://centrocultural.nld.gob.mx/#/servicios/contenido,Tamaulipas,Nuevo Laredo
1262,Museo Profr. Rufino Muñiz Torres,Arqueología,Ayuntamiento de Ocampo,,Tamaulipas,Ocampo
1263,Museo Histórico Reynosa,Historia,Ayuntamiento de Reynosa,,Tamaulipas,Reynosa
1264,Museo del Automóvil y del Transporte,Especializado,,,Tamaulipas,Tampico
1265,Barco Museo del Niño ,,Gobierno del Estado de Tamaulipas,,Tamaulipas,Tampico
1266,Museo de la Cultura Huasteca,Arqueología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/211-museo-de-la-cultura-huasteca,Tamaulipas,Tampico
1267,Museo de Historia Natural de Tamaulipas (Tamux),Ciencia y tecnología,Instituto Tamaulipeco para la Cultura y las Artes,,Tamaulipas,Victoria
1268,Museo Regional de Historia de Tamaulipas,Antropología,Instituto Tamaulipeco para la Cultura y las Artes,,Tamaulipas,Victoria
1269,Pinacoteca Tamaulipas,, Instituto Tamaulipeco para la Cultura y las Artes/Casa Filizola,http://www.tamaulipas.gob.mx/cultura/pinacoteca-de-tamaulipas/,Tamaulipas,Victoria
1270,Planetario Dr. Ramiro Iglesias Leal,Ciencia y tecnología,Museo de Historia Natural de Tamaulipas,https://www.tamaulipas.gob.mx/cultura,Tamaulipas,Victoria
1271,Museo Municipal José de Jesús Almanza Ríos,Arqueología,Ayuntamiento de Xicoténcatl,,Tamaulipas,Xicoténcatl
1272,Museo Comunitario de Atltzayanca,Arqueología,Unión Nacional de Museos Comunitarios y Ecomuseos A.C.,,Tlaxcala,Atltzayanca
1273,Museo de Sitio Ex-fábrica San Luis Apizaquito,,Instituto Tlaxcalteca de la Cultura/Centro Nacional de las Artes,http://www.ceartlax.gob.mx/Infraestructura.html,Tlaxcala,Apizaco
1274,Museo Casa de Piedra,Historia,Ayuntamiento de Apizaco,,Tlaxcala,Apizaco
1275,Museo de Sitio de  Zultepec-Tecoaque,Arqueología,Secretaría de Cultura/INAH,,Tlaxcala,Calpulalpan
1276,Museo de la Ciudad de Huamantla,Historia,"Centro Social, Recreativo y Cultural de Huamantla, A.C.",,Tlaxcala,Huamantla
1277,Museo Taurino de Huamantla,Especializado,"Centro Social, Recreativo y Cultural de Huamantla, A.C., Peña Taurina de Huamantla, A.C.",,Tlaxcala,Huamantla
1278,Museo Nacional del Títere Rosete Aranda,Arte,Instituto Tlaxcalteca de Cultura,http://www.turismotlaxcala.com/que-hacer/museos/museo_nacional_del_titere.htm,Tlaxcala,Huamantla
1279,Museo Comunitario de Ixtenco,,Ayuntamiento de Ixtenco,https://www.facebook.com/TurismoYCulturaIxtenco/#,Tlaxcala,Ixtenco
1280,Museo Comunitario Mazatecochco,,"Municipio de José María Morelos, Pueblo de San Cosme Mazatecochco",,Tlaxcala,Mazatecochco de José María Morelos
1281,Museo de Sitio Atoyatenco,Arqueología,Ayuntamiento de Atoyatenco,,Tlaxcala,Natívitas
1282,Museo de Sitio de Cacaxtla,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/277-museo-de-sitio-de-cacaxtla,Tlaxcala,Natívitas
1283,Museo de Sitio de Xochitécatl,Arqueología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/278-museo-de-sitio-de-xochitecatl,Tlaxcala,Natívitas
1284,Museo Tlanechticalli,,,,Tlaxcala,San Pablo del Monte
1285,Museo Textil La Trinidad,Ciencia y tecnología,IMSS/Centro Vacacional La Trinidad,http://centrosvacacionales.imss.gob.mx/Paginas/tri_atracciones_complementarios.html,Tlaxcala,Santa Cruz Tlaxcala
1286,Museo de Sitio de Tizatlán,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/287-museo-de-sitio-de-tizatlan,Tlaxcala,Tlaxcala
1287,Museo Regional de Tlaxcala ,Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/227-museo-regional-de-tlaxcala,Tlaxcala,Tlaxcala
1288,Museo de la Plástica Desiderio Hernández Xochitiotzin,,Instituto Tlaxcalteca de la Cultura,http://turismotlaxcala.com/Atractivos/Atractivo.php?i=18&Atractivo=Museo-de-la-Plastica-Desiderio-Hernandez-Xochitiotzin,Tlaxcala,Tlaxcala
1289,Museo Vivo de Artes y Tradiciones Populares de Tlaxcala,Arte,Fideicomiso Fondo de la Casa de las Artesanías de Tlaxcala ,http://artesanias.tlaxcala.gob.mx/index.php/areas-cat/museo-vivo,Tlaxcala,Tlaxcala
1290,Museo Miguel N. Lira,Historia,Instituto Tlaxcalteca de Cultura,,Tlaxcala,Tlaxcala
1291,Museo de Arte de Tlaxcala ,Arte,Instituto Tlaxcalteca de Cultura,,Tlaxcala,Tlaxcala
1292,Museo de la Memoria de Tlaxcala,Antropología,Fideicomiso Colegio de Historia de Tlaxcala,,Tlaxcala,Tlaxcala
1293,"Museo de Historia, Artes y Tradiciones Carlos González",,Instituto Tlaxcalteca de Cultura,,Tlaxcala,Tlaxco
1294,Museo de Sitio de Ocotelulco (en proceso de remodelación),Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/286-museo-de-sito-de-ocotelulco,Tlaxcala,Totolac
1295,Museo Comunitario Primer Señorío de Tepeticpac,,Unión Nacional de Museos Comunitarios,https://www.facebook.com/Museo-comunitario-Primer-Se%C3%B1orio-de-Tepeticpac-169073286892754/,Tlaxcala,Totolac
1296,Museo de Autor Moisés Avendaño,Arte,"Museo de Autor M.A., A.C.",http://www.museodeautor.com,Veracruz de Ignacio de la Llave,Alvarado
1297,Museo Comunitario de Atoyac,TND,Ayuntamiento de Atoyac,,Veracruz de Ignacio de la Llave,Atoyac
1298,Museo Patria y Libertad,,Ayuntamiento de Boca del Río,http://www.museopatriaylibertad.com.mx/,Veracruz de Ignacio de la Llave,Boca del Río
1299,Casa Museo Agustín Lara,Historia,Instituto Veracruzano de la Cultura,http://ivec.gob.mx/#,Veracruz de Ignacio de la Llave,Boca del Río
1300,Museo Naval Interactivo Cañonero Guanajuato C-07,Especializado,"Sociedad Ecológica Aqua Terra Ventus, S. C.",,Veracruz de Ignacio de la Llave,Boca del Río
1301,Museo Municipal de la Moneda (MUMUMO),,Ayuntamiento de Boca del Río,http://mumumo.com.mx,Veracruz de Ignacio de la Llave,Boca del Río
1302,Museo Comunitario Mendocino,Historia,"Fondo Mendocino para la Cultura y las Artes (Fomeca), A.C.",,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza
1303,Casa Museo María Enriqueta,Historia,"Círculo Cultural Amigos de María Enriqueta, A.C.",http://casamuseomariaenriqueta.com/Main.aspx,Veracruz de Ignacio de la Llave,Coatepec
1304,Museo Interactivo El Café-tal Apan,Especializado,Cafe-tal Apan ,http://elcafe-talapan.com/index.php/page/museo,Veracruz de Ignacio de la Llave,Coatepec
1305,Museo del Café,Especializado,Ayuntamiento de Córdoba,http://museodelcafe.mx/,Veracruz de Ignacio de la Llave,Córdoba
1306,Museo Nacional de la Caña La Zafra,,Ayuntamiento de Córdoba/Hacienda de San Francisco Toxpan,http://201.144.242.72/vive/atractivos-monumentos.html,Veracruz de Ignacio de la Llave,Córdoba
1307,Museo de Córdoba,Arqueología,"Ayuntamiento de Córdoba/Patronato del Museo de Córdoba, A.C.",,Veracruz de Ignacio de la Llave,Córdoba
1308,Museo Comunitario Tetlalpan,Arqueología,"Museo Comunitario Tetlalpan, A.C.",,Veracruz de Ignacio de la Llave,Coscomatepec
1309,Museo Ex Hacienda El Lencero,Historia,Patronato para la Administración y Conservación del Museo Ex-Hacienda El Lencero,,Veracruz de Ignacio de la Llave,Emiliano Zapata
1310,Museo Tatsugoro,Especializado,"Museo Tatsugoro, A.C.",http://www.museotatsugoro.com.mx/,Veracruz de Ignacio de la Llave,Fortín
1311,Museo Regional Zamoreño,,Patronato del Museo Regional Zamoreño,,Veracruz de Ignacio de la Llave,Gutiérrez Zamora
1312,Museo de la Unidad Indígena Gral. Emiliano Zapata,Arqueología,Unidad Regional de Culturas Populares,,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo
1313,Museo Municipal de Antropología e Historia Malintzin 1524,Arqueología,Ayuntamiento de Huiloapan de Cuauhtémoc,,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc
1314,Museo de Sitio El Zapotal,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/221-museo-de-sitio-de-el-zapotal,Veracruz de Ignacio de la Llave,Ignacio de la Llave
1315,Museo de Antropología de Xalapa (MAX),Arqueología,Universidad Veracruzana,http://www.uv.mx/max,Veracruz de Ignacio de la Llave,Xalapa
1316,Pinacoteca Diego Rivera,Arte,Instituto Veracruzano de la Cultura,https://es-la.facebook.com/PinacotecaDiegoRivera.IVEC,Veracruz de Ignacio de la Llave,Xalapa
1317,Museo de San Rafael Guízar y Valencia,Historia,Antiguo Palacio Episcopal. Arquidiócesis de Xalapa,,Veracruz de Ignacio de la Llave,Xalapa
1318,Museo Comunitario de la Fauna de Veracruz,Ciencia y tecnología,"Patronato para el Parque Ecológico Macuiltépetl, A.C.",http://macuiltepetl.org/museo-de-la-fauna-de-veracruz/,Veracruz de Ignacio de la Llave,Xalapa
1319,Museo en Honor a los Bomberos,Ciencia y tecnología,"Patronato de Bomberos de Xalapa, A.C.",https://www.xalapaveracruz.mx/el-museo-del-bombero/,Veracruz de Ignacio de la Llave,Xalapa
1320,Museo Casa de Xalapa,Historia,Ayuntamiento de Xalapa,,Veracruz de Ignacio de la Llave,Xalapa
1321,Museo Comunitario de Jamapa,TND,Independiente,,Veracruz de Ignacio de la Llave,Jamapa
1322,Museo del Danzante Xiqueño,Antropología,Casa de la Cultura de Xico,https://www.facebook.com/danzasxico?fref=ts,Veracruz de Ignacio de la Llave,Xico
1323,Museo del Vestido de Santa María Magdalena,Antropología,Parroquia de Santa María Magdalena,,Veracruz de Ignacio de la Llave,Xico
1324,Museo Regional de Misantla David Ramírez Lavoignet,Arqueología,Casa de Cultura de Misantla,,Veracruz de Ignacio de la Llave,Misantla
1325,Museo de Arte del Estado de Veracruz (MAEV),Arte,Instituto Veracruzano de la Cultura,http://www.ivec.gob.mx/,Veracruz de Ignacio de la Llave,Orizaba
1326,Museo Religioso de San Antonio,Arte,Diócesis de Orizaba,https://www.facebook.com/pages/Museo-Religioso-De-San-Antonio/1520852668222304,Veracruz de Ignacio de la Llave,Orizaba
1327,Museo de las Raíces de Orizaba,Antropología,Ayuntamiento de Orizaba,https://programadestinosmexico.com/museos/museo-de-las-raices-de-orizaba-muro-orizaba.html,Veracruz de Ignacio de la Llave,Orizaba
1328,Museo Interactivo Francisco Gabilondo Soler,,Polyforum Cultural Mier y Pesado/Ayuntamiento de Orizaba,https://veracruz.mx/atractivo.php?idnota=1833,Veracruz de Ignacio de la Llave,Orizaba
1329,Museo de Historia Regional de Pánuco,Arqueología,Ayuntamiento de Pánuco,,Veracruz de Ignacio de la Llave,Pánuco
1330,Museo de Sitio de la Zona Arqueológica El Tajín (cerrado por la pandemia) ,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/256-museo-de-sitio-de-el-tajin,Veracruz de Ignacio de la Llave,Papantla
1331,Museo Teodoro Cano,Arte,Instituto Veracruzano de la Cultura,http://ivec.gob.mx/,Veracruz de Ignacio de la Llave,Papantla
1332,Museo Comunitario Serafín Olarte (Cerrado temporalmente),TND,Comunitario independiente,https://www.cultura.gob.mx/estados/turismo-cultural-detalle.php?id=65990#.Xuj3MkUzbIU,Veracruz de Ignacio de la Llave,Papantla
1333,Museo Tuxteco,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/225-museo-tuxteco,Veracruz de Ignacio de la Llave,Santiago Tuxtla
1334,Museo de Sitio de Tres Zapotes,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/226-museo-de-sitio-de-tres-zapotes,Veracruz de Ignacio de la Llave,Santiago Tuxtla
1335,Museo de Sitio Castillo de Teayo,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/219-museo-de-sitio-castillo-teayo,Veracruz de Ignacio de la Llave,Castillo de Teayo
1336,Museo Marino Comunitario de Tecolutla,Historia,"Museo Marino Comunitario, A.C.",https://www.zonaturistica.com/atractivo-turistico/1254/museo-marino-comunitario-tecolutla.html,Veracruz de Ignacio de la Llave,Tecolutla
1337,Museo Comunitario de la Antigua Estación Ferroviaria,Historia,Ayuntamiento de Teocelo,,Veracruz de Ignacio de la Llave,Teocelo
1338,Museo de Sitio de San Lorenzo Tenochtitlan,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/223-museo-de-sitio-de-san-lorenzo-tenochtitlan,Veracruz de Ignacio de la Llave,Texistepec
1339,Museo Agustín Lara ,Historia,Ayuntamiento de Tlacotalpan,,Veracruz de Ignacio de la Llave,Tlacotalpan
1340,Museo Jarocho Salvador Ferrando,Arte,Ayuntamiento de Tlacotalpan,,Veracruz de Ignacio de la Llave,Tlacotalpan
1341,Museo de la Amistad México-Cuba,Historia,Ayuntamiento de Tuxpan,http://turismo.mexicoxp.com/veracruz/art-Museo_de_la_amistad_-737.html,Veracruz de Ignacio de la Llave,Tuxpan
1342,Museo de Sitio de Cempoala,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/220-museo-de-sitio-de-cempoala,Veracruz de Ignacio de la Llave,Ursulo Galván
1343,Museo de Sitio de Higueras,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/222-museo-de-sitio-de-higueras,Veracruz de Ignacio de la Llave,Vega de Alatorre
1344,Casa Museo Salvador Díaz Mirón,Historia,Ayuntamiento de Veracruz,,Veracruz de Ignacio de la Llave,Veracruz
1345,Museo de la Ciudad de Veracruz Coronel Manuel Gutiérrez Zamora,Historia,Ayuntamiento de Veracruz,https://www.centrohistorico.veracruzmunicipio.gob.mx/inmueble.php?idreg=246,Veracruz de Ignacio de la Llave,Veracruz
1346,Museo Naval México,Historia,Secretaría de Marina,,Veracruz de Ignacio de la Llave,Veracruz
1347,"Museo Baluarte de Santiago (cerrado, en proceso de restauración)",Historia,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/218-museo-baluarte-de-santiago,Veracruz de Ignacio de la Llave,Veracruz
1348,Museo Recinto de la Reforma ,Historia,Ayuntamiento de Veracruz,,Veracruz de Ignacio de la Llave,Veracruz
1349,Museo de Cera de Veracruz,Especializado,"Atracciones Culturales de Oriente, S.A. de C.V.",http://www.museodecera.com.mx/,Veracruz de Ignacio de la Llave,Veracruz
1350,Museo Local del Fuerte de San Juan de Ulúa,Historia,Secretaría de Cultura/INAH,https://www.sanjuandeulua.inah.gob.mx/,Veracruz de Ignacio de la Llave,Veracruz
1351,Museo Regional de Palmillas,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/224-museo-regional-de-palmillas,Veracruz de Ignacio de la Llave,Yanga
1352,Museo Dr. José Benigno Zilli Manica,Historia,"Fomento Cultural Zentla, A.C./Ayuntamiento de Zentla",,Veracruz de Ignacio de la Llave,Zentla
1353,Museo Comunitario U Yotoch Cah,Arqueología,Comunitario,,Yucatán,Akil
1354,Museo de Arte Sacro de Conkal,Arte,Arquidiócesis de Yucatán,https://www.facebook.com/Galer%C3%ADa-de-Arte-Sacro-de-la-Arquidi%C3%B3cesis-de-Yucat%C3%A1n-524579327730533/?fref=ts,Yucatán,Conkal
1355,Museo Comunitario Itzmal Kauil,Historia,"Unión Nacional de Museos y Ecomuseos, A.C./Unión Estatal de Museos Comunitarios de Yucatán, A.C.",,Yucatán,Izamal
1356,Museo de la Canción Yucateca,Arte,Instituto de Historia y Museos de Yucatán,http://www.museodelacancionyucateca.com/,Yucatán,Mérida
1357,Gran Museo del Mundo Maya,Arqueología,Instituto de Historia y Museos de Yucatán,http://www.granmuseodelmundomaya.com.mx/,Yucatán,Mérida
1358,Museo Conmemorativo de la Inmigración Coreana a Yucatán,Historia,Asociación Coreana de Yucatán,,Yucatán,Mérida
1359,Museo de Historia Natural,Ciencia y tecnología,Ayuntamiento de Mérida,,Yucatán,Mérida
1360,Museo Casa Manzanero,,Patronato de las Unidades de Servicios Culturales y Turísticos de Yucatán ,,Yucatán,Mérida
1361,"Palacio de la Música, Museo Interactivo",,Gobierno del Estado/Secretaría de Cultura de Yucatán,,Yucatán,Mérida
1362,Casa Montejo,Arte,"Fomento Cultural Banamex, A.C.",https://fomentoculturalbanamex.org/casasdeculturabanamex/museocasamontejo/historia/,Yucatán,Mérida
1363,Jardín Botánico Regional Xíitbal neek’,Ciencia y tecnología,"Centro de Investigación Científica de Yucatán, A.C.",http://www.cicy.mx/jardin-botanico/que-somos,Yucatán,Mérida
1364,"Museo Regional de Antropología de Yucatán, Palacio Cantón",Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/red-de-museos/306-museo-regional-de-antropologia-de-yucatan-palacio-canton,Yucatán,Mérida
1365,Casa-Museo Montejo 495,,,https://montejo495.com/,Yucatán,Mérida
1366,Casa Museo Montes Molina,Arte,La Quinta Montes Molina,http://www.laquintamm.com/museo.html,Yucatán,Mérida
1367,Planetario Arcadio Poveda Ricalde,Ciencia y tecnología,Ayuntamiento de Mérida,https://www.merida.gob.mx/planetario/php/index.phpx,Yucatán,Mérida
1368,Museo de la Ciudad de Mérida,Historia,Ayuntamiento de Mérida,,Yucatán,Mérida
1369,Museo de los Ferrocarriles de Yucatán,Historia,"Amigos del Museo de los Ferrocarriles de Yucatán, A.C.",,Yucatán,Mérida
1370,Museo Pinacoteca Juan Gamboa Guzmán,Arte,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/305-pinacoteca-de-merida-juan-gamboa-guzman,Yucatán,Mérida
1371,Museo de Arte Popular de Yucatán,Arte,Secretaría de Cultura y las Artes de Yucatán,,Yucatán,Mérida
1372,Museo del Pueblo Maya de Dzibilchaltún,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/150-museo-del-pueblo-maya-de-dzibilchaltun,Yucatán,Mérida
1373,Museo de Ciencias del Cráter Chicxulub,Ciencia y tecnología,"UNAM/Centro de Investigación Científica de Yucatán, A.C./Secretaría de Investigación, Innovación y Educación Superior",http://pcty.com.mx/museo-de-ciencias/,Yucatán,Mérida
