,Nombre,Temática,Adscripción,Página web,Entidad,Municipio,Puntaje,Cantidad de comentarios
536,Museo de Sitio de la Zona Arqueológica de Palma Sola,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/36-zona-arqueologica-de-palma-sola,Guerrero,Acapulco de Juárez,4.5,108
537,Museo  Comunitario Plan de Ayutla,Historia,,,Guerrero,Ayutla de los Libres,NaN,0
538,Museo de la Costa Chica de Azoyú,,Ayuntamiento de Azoyú,,Guerrero,Azoyú,NaN,0
539,Museo Comunitario Irineo Germán,Arqueología,Secretaría de Educación Pública de Guerrero,,Guerrero,Azoyú,NaN,0
540,Museo Comunitario Afromexicano,Antropología,"Fundación Afromexicana, A.C.",,Guerrero,Azoyú,4.5,83
541,Museo de las Culturas Afromestizas Vicente Guerrero Saldaña,Antropología,"Comité Pro-Museo Cuaji, A.C.",,Guerrero,Cuajinicuilapa,4.4,160
542,Museo de la Ballena Punta Maldonado,,Ayuntamiento de Cuajinicuilapa,http://ayuntamientocuajinicuilapa.gob.mx/museo-de-la-ballena-el-faro/,Guerrero,Cuajinicuilapa,4.3,6
543,La Avispa Museo Interactivo,Ciencia y tecnología,"Secretaría de Desarrollo Social, Gobierno del Estado de Guerrero",http://www.museolaavispa.org,Guerrero,Chilpancingo de los Bravo,NaN,0
544,Museo José Juárez,,Universidad Autónoma de Guerrero,,Guerrero,Chilpancingo de los Bravo,4.4,109
545,Museo Regional de Guerrero,Arqueología,Secretaría de Cultura/INAH,https://inah.gob.mx/en/boletines/3765-museo-regional-de-guerrero,Guerrero,Chilpancingo de los Bravo,4.5,399
546,Museo Universitario de Arte Contemporáneo ,,Universidad Autónoma de Guerrero,https://museodeartecontemporaneo.negocio.site/?hl=es,Guerrero,Chilpancingo de los Bravo,4.7,11995
547,Sala Introductoria de Tehuacalco,Arqueología,Secretaría de Cultura/INAH/,https://www.inah.gob.mx/red-de-museos/308-sala-introductoria-de-la-zona-arqueologica-de-tehuacalco,Guerrero,Chilpancingo de los Bravo,NaN,0
548,Museo Histórico Cultural Michi-Tecutli,Historia,Ayuntamiento de General Canuto A. Neri,,Guerrero,General Canuto A. Neri,NaN,0
549,Museo Comunitario Renacimiento Indígena,Historia,Ayuntamiento de Huamuxtitlán,,Guerrero,Huamuxtitlán,NaN,0
550,Museo de la Bandera y Santuario de la Patria,Historia,Secretaría de Cultura de Guerrero,,Guerrero,Iguala de la Independencia,4.4,410
551,Museo del Ferrocarril y del Telégrafo de Iguala,Historia,Ayuntamiento de Iguala de la Independencia/Desarrollo Social,,Guerrero,Iguala de la Independencia,NaN,0
552,Museo Histórico de Ixcateopan,Arqueología,Ayuntamiento de Ixcateopan,http://www.ixcateopandecuauhtemoc.gob.mx/,Guerrero,Ixcateopan de Cuauhtémoc,NaN,0
553,Museo de Santa María de la Asunción,,Ayuntamiento de Ixcateopan de Cuauhtémoc,,Guerrero,Ixcateopan de Cuauhtémoc,NaN,0
554,Museo Arqueológico de la Costa Grande,,Ayuntamiento de Zihuatanejo,,Guerrero,Zihuatanejo de Azueta,4.4,1157
555,Museo Comunitario de Cochoapa,Arqueología,Comunitario independiente,,Guerrero,Ometepec,NaN,0
556,Museo Comunitario Escolar Santa María Asunción,,,,Guerrero,Ometepec,5.0,2
557,Museo de Sitio Xihuacan,Arqueología,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,http://www.inah.gob.mx/es/red-de-museos/309-museo-de-sitio-de-la-zona-arqueologica-de-soledad-maciel-o-museo-de-sitio-xihuacan,Guerrero,Petatlán,NaN,0
558,Museo de Arte Virreinal de Taxco,Arte,Secretaría de Turismo del Estado de Guerrero,,Guerrero,Taxco de Alarcón,4.5,363
559,Museo William Spratling,Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/red-de-museos/301-museo-william-spratling,Guerrero,Taxco de Alarcón,4.4,128
560,Museo Comunitario Hipólito Mora Aparicio,,,https://www.facebook.com/Museo-Comunitario-Hip%C3%B3lito-Mora-Aparicio-1414236595547160/,Guerrero,Tecoanapa,NaN,0
561,Museo Municipal Gral. Jesús H. Salgado ,Temática no determinada,Ayuntamiento de Teloloapan,,Guerrero,Teloloapan,NaN,0
562,Casa Museo Ignacio M. Altamirano,Historia,Ayuntamiento de Tixtla de Guerrero,http://guerrero.gob.mx/articulos/museos/,Guerrero,Tixtla de Guerrero,4.1,48
563,Museo Comunitario Indígena  Tlappan,Antropología,Dirección General de Educación Indígena/Secretaría de Educación Pública de Guerrero,,Guerrero,Tlapa de Comonfort,4.5,2
564,Museo Regional Lázaro Cárdenas,Temática no determinada,,http://www.alumnosonline.com/museos/guerrero-12.html,Guerrero,Tlapehuala,4.4,1157
565,Museo de Arte y Cultura Indígena,Arte,,,Guerrero,Zitlala,NaN,0
566,Museo de sitio de la Zona Arqueológica de La Organera Xochipala,,Secretaría de Cultura/INAH,http://www.inah.gob.mx/es/zonas/43-zona-arqueologica-de-organera-xochipala,Guerrero,Eduardo Neri,4.7,26
567,Museo Arqueológico de Acaxochitlán,Arqueología,"Patronato de Acaxochitlán para la Conservación del Patrimonio, Cultural e Histórico, A.C.",http://alvavi.blogspot.mx/2011/05/el-museo-arqueologico-de-acaxochitlan.html,Hidalgo,Acaxochitlán,NaN,0
568,Museo del Exconvento de San Nicolás de Tolentino ,Arte,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,,Hidalgo,Actopan,NaN,0
569,Museo Comunitario Ajacuba,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/infraestructura/museo-comunitario-ajacuba/,Hidalgo,Ajacuba,NaN,0
570,Museo Comunitario El Jagüey,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/infraestructura/museo-municipal-museo-el-jaguey/,Hidalgo,Atotonilco el Grande,NaN,0
571,Museo Comunitario de la Cultura Otomí de Huitexcalco,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/infraestructura/museo-de-la-cultura-otomi-de-huitexcalco/,Hidalgo,Chilcuautla,NaN,0
572,Museo  del  Ex Convento de San Andrés Apóstol   ,Arqueología,Secretaría de Cultura/INAH,https://www.inah.gob.mx/red-de-museos/442-ex-convento-de-san-andres-apostol-en-epazoyucan,Hidalgo,Epazoyucan,4.7,178
573,Museo Comunitario de La Labranza,Arqueología,"Museo Comunitario de La Labranza, A.C.",pam1323@hotmail.com,Hidalgo,Francisco I. Madero,4.5,137
574,Museo de Arqueología e Historia de Huichapan,Arqueología,"Red Estatal de Museos del Consejo Estatal para la Cultura y las Artes de Hidalgo, Instituto Huichapense de Cultura",,Hidalgo,Huichapan,4.5,245
575,Museo Regional de la Cultura Hñähñu,Antropología,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/museo-de-la-cultura-hnahnu/,Hidalgo,Ixmiquilpan,4.2,95
576,Museo del Paste,,,,Hidalgo,Mineral del Monte,4.4,1475
577,Museo Casa Grande,,Universidad Autónoma del Estado de Hidlago,https://www.uaeh.edu.mx/adminyserv/gesuniv/div_ext/museo_casa_grande/historia.html,Hidalgo,Mineral del Monte,4.6,371
578,Museo de Medicina Laboral,Ciencia y tecnología,"Archivo Histórico y Museo de Minería, A.C. ",,Hidalgo,Mineral del Monte,4.7,884
579,Museo de Sitio Mina de Acosta,Ciencia y tecnología,"Archivo Histórico y Museo de Minería, A.C. ",,Hidalgo,Mineral del Monte,4.7,3356
580,Museo de Sitio y Centro de Interpretación Mina La Dificultad ,Ciencia y tecnología,"Archivo Histórico y Museo de Minería, A.C. ",,Hidalgo,Mineral del Monte,4.6,1016
581,Museo Comunitario de Maravillas,Arqueología,"Casa de la Cultura de Maravillas, Hidalgo A.C.",,Hidalgo,Nopala de Villagrán,4.5,2
582,Museo Interactivo para la Niñez y Juventud Hidalguense El Rehilete,Ciencia y tecnología,Secretaría de Educación Pública del Estado de Hidalgo,http://www.museoelrehilete.org.mx ,Hidalgo,Pachuca de Soto,4.4,6920
583,Museo Salón de la Fama,,"Museo Salón de la Fama, A.C.",,Hidalgo,Pachuca de Soto,4.5,1548
584,Museo de Mineralogía de la Universidad Autónoma del Estado de Hidalgo,Ciencia y tecnología,Universidad Autónoma del Estado de Hidalgo/División de Extensión de la Cultura de la UAEH/Centro de Investigaciones en Ciencias de la Tierra,,Hidalgo,Pachuca de Soto,NaN,0
585,Museo de Minería,Ciencia y tecnología,"Archivo Histórico y Museo de Minería, A.C. ",,Hidalgo,Pachuca de Soto,4.6,504
586,Museo de la Fotografía,Arte,Secretaría de Cultura/INAH/Sistema Nacional de Fototecas ,https://difusion.inah.gob.mx/sinafo/museo-de-la-fotografia.html,Hidalgo,Pachuca de Soto,4.5,711
587,"Sala San Francisco Arte e Historia, un enfoque en el tiempo",,Secretaría de Cultura/INAH,https://www.centrohidalgo.inah.gob.mx/component/content/article/1-sitios/7-francisco,Hidalgo,Pachuca de Soto,NaN,0
588,Museo Centro Interactivo Mundo Futbol,,"Centro Interactivo Mundo Futbol, S.A. de C.V.",https://mundofutbol.com/,Hidalgo,Pachuca de Soto,4.6,437
589,Museo de Miniaturas,,"Museo de Miniaturas, A.C.",,Hidalgo,Pachuca de Soto,4.5,859
590,Museo Hääi Gä Ñahñu,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,,Hidalgo,Santiago de Anaya,NaN,0
591,Museo Arqueológico de Zazacuala ,Arqueología,Centro Nacional para la Preservación  del Acervo Cultural Ferrocarrilero,,Hidalgo,Santiago Tulantepec de Lugo Guerrero,4.4,24
592,Museo Municipal Mäzofo,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/infraestructura/museo-municipal-mazofo/,Hidalgo,Tecozautla,5.0,0
593,Museo de sitio de la Zona Arqueológica de Pahñu,,Secretaría de Cultura/INAH,https://www.inah.gob.mx/zonas/57-zona-arqueologica-panhu,Hidalgo,Tecozautla,4.6,379
594,Museo Nacional del Maguey y el Pulque,Especializado,"Amigos del Museo Nacional del Maguey y el Pulque, A. C.",http://cultura.hidalgo.gob.mx/infraestructura/comunitario-museo-de-maguey-y-el-pulque/,Hidalgo,Tepeapulco,NaN,0
595,"Museo Fray Bernardino de Sahagún, ex Convento de San Francisco en Tepeapulco",Arqueología,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,http://www.inah.gob.mx/es/red-de-museos/274-ex-convento-de-tepeapulco,Hidalgo,Tepeapulco,4.5,106
596,Museo Comunitario y Archivo Histórico de la Casa de Cultura de Tepeapulco,Arqueología,Ayuntamiento de Tepeapulco,,Hidalgo,Tepeapulco,NaN,0
597,Museo de Tepeji del Río,Arqueología,"Secretaría de Cultura del Estado de Hidalgo, Ayuntamiento de Tepeji del Río de Oc",,Hidalgo,Tepeji del Río de Ocampo,NaN,0
598,Museo Prehispánico Religioso Fe y Cultura,Arte,Parroquia San Pedro Apóstol,,Hidalgo,Villa de Tezontepec,NaN,0
599,Museo Comunitario Tetetzontlilco,Arqueología,"Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",,Hidalgo,Tizayuca,NaN,0
600,Museo Comunitario de Tolcayuca,Historia,"Ayuntamiento de Tolcayuca, Dirección de Cultura",,Hidalgo,Tolcayuca,NaN,0
601,Sala de Interpretación Guadalupe Mastache (Cerrado temporalmente),Arqueología,Secretaría de Cultura/INAH,http://www.inah.gob.mx/index.php?option=com_content&view=article&id=5905,Hidalgo,Tula de Allende,NaN,0
602,Museo Sala Histórica Quetzalcóatl ,Arqueología,Ayuntamiento de Tula/ Dirección de Educación y Cultura,,Hidalgo,Tula de Allende,4.1,297
603,Museo de Datos Históricos,Historia,Ayuntamiento de Tulancingo de Bravo,,Hidalgo,Tulancingo de Bravo,4.3,78
604,Museo de El Santo,Historia,Ayuntamiento de Tulancingo de Bravo,,Hidalgo,Tulancingo de Bravo,2.0,0
605,Museo de Aeronáutica Hashamayin,,,,Hidalgo,Tulancingo de Bravo,NaN,0
606,Museo del Ferrocarril de Tulancingo,Historia,Ayuntamiento de Tulancingo de Bravo,http://www.tulancingocultural.cc/historico/museoferrocarril/index.htm,Hidalgo,Tulancingo de Bravo,4.5,1949
607,Museo Comunitario Iluikatlachiyalistli (Observador de cielo),Arqueología,"Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",,Hidalgo,Yahualica,NaN,0
608,Museo Regional de la Sierra Alta de Zacualtipán,Historia,Secretaría de Cultura del Estado de Hidalgo,http://cultura.hidalgo.gob.mx/infraestructura/museo-regional-de-la-sierra-alta-de-zacualtipan/,Hidalgo,Zacualtipán de Ángeles,4.2,19
609,Museo Felipe Ángeles,Historia,Srcretaría de Cultura del Estado de Hidalgo,http://cultura.hidalgo.gob.mx/infraestructura/museo-general-felipe-angeles/,Hidalgo,Zacualtipán de Ángeles,NaN,0
610,Museo Comunitario Tonatiuh,Arqueología,"Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",,Hidalgo,Zempoala,4.2,55
611,Museo Comunitario Tzacualli,Arqueología,"Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",http://cultura.hidalgo.gob.mx/infraestructura/museo-comunitario-tzacualli/,Hidalgo,Zempoala,4.2,55
612,Museo de la Minería de Zimapán,,Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ,http://cultura.hidalgo.gob.mx/infraestructura/museo-de-mineria-zimapan/,Hidalgo,Zimapán,5.0,4
613,Museo Dr. Leonardo Oliva,Arqueología,Casa de la Cultura/Ayuntamiento de Ahualulco de Mercado,,Jalisco,Ahualulco de Mercado,NaN,0
614,Museo de las Ciencias Naturales de la Cuenca de Sayula,Ciencia y tecnología,"Casa de la Cultura/UG, Centro Universitario de Ciencias Biológicas y Agropecuarias (CUCBA)",,Jalisco,Amacueca,NaN,0
615,Museo interpretativo del paisaje agavero y las antiguas tabernas de Amatitán,,Secretaría de Cultura del Gobierno del Estado de Jalisco,,Jalisco,Amatitán,NaN,0
616,Museo Regional de Arqueología y Paleontología Profr. Filemón Gutiérrez Ramírez,Arqueología,Ayuntamiento de Ameca/Centro Cultural Hilarión Romero Gil,,Jalisco,Ameca,NaN,0
617,Museo de Sitio Sauz de Cajigal (MUSAC),Arqueología,"Asociación Civil Museo Sauz de Cajigal, A.C.",,Jalisco,Arandas,4.5,68
618,Museo Interpretativo de Paisaje Agavero El Arenal,,Secretaría de Cultura del Estado de Jalisco,,Jalisco,El Arenal,4.5,111
619,Museo Comunitario Atenquílitl,Arqueología,Ayuntamiento de Atenguillo,,Jalisco,Atenguillo,NaN,0
620,Museo y Centro Regional de las Artes,Historia,Secretaría de Cultura del Gobierno del Estado de Jalisco,http://www.jalisco.gob.mx/es/prensa/actividades/9489,Jalisco,Autlán de Navarro,4.5,86
621,Casa Museo La Moreña,Arte,Centro Cultural La Moreña/Secretaría de Cultura del Gobierno del Estado de Jalisco,https://sc.jalisco.gob.mx/patrimonio/casas-de-la-cultura/casa-de-la-cultura-la-morena,Jalisco,La Barca,4.8,12
622,Chiconaui Museo Arqueológico de Portezuelo,Arqueología,Ayuntamiento de La Barca,,Jalisco,La Barca,NaN,0
623,Museo Comunitario Tlalchitonatiuh,Arqueología,"Tlalchitonatiuh, A.C.",https://www.facebook.com/pages/Museo-Comunitario-Tlalchitonatiuh/401769213247804,Jalisco,Casimiro Castillo,4.3,13
624,Museo Arqueológico de Ciudad Guzmán,Arqueología,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,http://www.inah.gob.mx/es/red-de-museos/268-museo-arqueologico-de-ciudad-guzman,Jalisco,Zapotlán el Grande,4.2,136
625,Museo de Sitio Juan José Arreola,Historia,Casa Taller Literario/Secretaría de Cultura del Gobierno del Estado de Jalisco,,Jalisco,Zapotlán el Grande,NaN,0
626,Museo de Sitio Cocula es el Mariachi,Arte,Ayuntamiento de Cocula,,Jalisco,Cocula,4.3,162
627,Museo Hacienda La Sauceda,Historia,Particular,,Jalisco,Cocula,4.9,29
628,Museo Tomás Bobadilla Acosta,Ciencia y tecnología,"Unión de Pueblos de Manantlán, A.C.",,Jalisco,Cuautitlán de García Barragán,NaN,0
629,Sala de Arqueología del Centro Cultural J. Jesús González Gallo,Arqueología,Secretaría de Cultura del Gobierno del Estado de Jalisco,,Jalisco,Chapala,4.6,441
630,Museo de la Cantera a Cielo Abierto,Arte,Ayuntamiento de Degollado,,Jalisco,Degollado,NaN,0
631,Museo San Rodrigo Aguilar,Historia,Seminario de Ejutla,,Jalisco,Ejutla,5.0,2
632,Museo Cristero /Centro de Estudios Cristeros Alfredo Hernández Quezada,Historia,Ayuntamiento de Encarnación de Díaz,https://sc.jalisco.gob.mx/patrimonio/museos/museo-cristero-centro-de-estudios-cristeros-alfredo-hernandez-quezada,Jalisco,Encarnación de Díaz,4.5,111
633,Museo de Las Ánimas ,Antropología,Ayuntamiento de Encarnación de Díaz,,Jalisco,Encarnación de Díaz,4.6,567
634,Museo Oaxicar,Arqueología,Ayuntamiento de EtzatlánCasa de la Cultura,,Jalisco,Etzatlán,NaN,0
635,Museo Histórico de Guachinango,Historia,Ayuntamiento de Guachinango/Casa de la Cultura,,Jalisco,Guachinango,NaN,0
636,Museo  de Sitio del Palacio de Gobierno,Historia,Secretaría de Cultura del Gobierno del Estado de Jalisco,,Jalisco,Guadalajara,4.5,30
637,Museo del Periodismo y las Artes Gráficas (MUPAG),Arte,Secretaría de Cultura de Ayuntamiento de Guadalajara ,https://sc.jalisco.gob.mx/patrimonio/museos/museo-del-periodismo-y-las-artes-graficas-casa-de-los-perros,Jalisco,Guadalajara,4.3,319
638,Museo de Cera de Guadalajara,Especializado,"Atracciones Culturales de Occidente, S.A. de C.V.",http://www.museodecera.com.mx/,Jalisco,Guadalajara,4.5,6299
639,Museo de las Artes ,Arte,Universidad de Guadalajara,https://www.musaudg.mx/,Jalisco,Guadalajara,4.4,340
640,Museo Panteón de Belén,Arte,Secretaría de Cultura del Ayuntamiento de Guadalajara,,Jalisco,Guadalajara,4.5,588
641,Museo de la Ciudad de Guadalajara,Historia,Secretaría de Cultura  de Guadalajara,,Jalisco,Guadalajara,4.6,1034
642,"Museo del Ejército y Fuerza Aérea, Cuartel Colorado",Historia,"Secretaría de la Defensa Nacional (SEDENA), Dirección General de Arhivo e Historia",http://www.gob.mx/sedena/acciones-y-programas/museo-del-ejercito-y-fuerza-aerea-cuartel-colorado,Jalisco,Guadalajara,4.8,2823
643,Museo de las Artes Populares de Jalisco,Arte,Secretaría de Cultura del Gobierno del Estado de Jalisco,https://sc.jalisco.gob.mx/patrimonio/museos/museo-de-las-artes-populares-de-jalisco,Jalisco,Guadalajara,4.4,340
644,"Globo, Museo de la Niñez de Guadalajara",Ciencia y tecnología,Ayuntamiento de Guadalajara/ Secretaría de Cultura del Estado de jalisco,,Jalisco,Guadalajara,4.1,516
645,Museo Palacio Ocampo,,"Exposiciones Sin Fronteras, A.C.",,Jalisco,Guadalajara,4.5,1010
646,Museo de Arqueología de Occidente ,Arqueología,Secretaría de Cultura del Gobierno del Estado de Jalisco,,Jalisco,Guadalajara,4.4,35
647,Museo de Ciencia y Tecnología Guillermo Santoscoy Gómez,Ciencia y tecnología,"Laboratorio Unidad de Patología Clínica, S.C.",http://www.upc.com.mx/pages/laboratorio/museo,Jalisco,Guadalajara,NaN,0
648,"Museo del Radio, Orígenes y Bulbos ",,,,Jalisco,Guadalajara,3.9,10
649,Museo de Ripley Aunque Ud. No lo Crea¡¡¡ de Guadalajara,Especializado,"Atracciones Culturales de Occidente, S.A. de C.V.",,Jalisco,Guadalajara,NaN,0
650,Planetario y Centro Interactivo Lunaria ,,Gobierno del Estado de Jalisco,http://www.planetariojalisco.com/,Jalisco,Guadalajara,3.9,423
651," Museo de Sitio,Galería de Juristas y Legisladores Jaliscienses ",Historia,Poder Legislativo del Estado de Jalisco,,Jalisco,Guadalajara,4.2,9
652,Museo Regional de Guadalajara,Antropología,Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones,http://www.inah.gob.mx/es/red-de-museos/204-museo-regional-de-guadalajara,Jalisco,Guadalajara,4.5,1759
653,Museo de la Historia de la Medicina,Historia,"Asociación Cultural del Antiguo Hospital Civil de Guadalajara Fray  Antonio Alcalde, A.C.",,Jalisco,Guadalajara,4.2,11
